time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed,Nf_Nc_ratio,Wf_moving_avg,alt_diff
11.055,-1.3648919226221035,-1.4473319577835426,-4.448958149731516,-1.0865063984800403,-0.5370573652643116,-4.551456950261888,-2.1506305468084763,-0.4463890233638158,-3.112531335896801,-5.1368609002938435,-4.508771935420352,0.6158309906236253,-2.8295528872227926,-2.02209897800265,2.116336047126376,-1.1218766197372334,0.0
12.06,-1.3648919226221035,-1.4362164714383425,-4.369335002097903,-1.050394018025537,-0.5055377988696348,-4.419124142322702,-2.0716730856017938,-0.43121717556054423,-3.011334875870226,-5.0018194665970945,-4.365019386770742,0.6321066295815091,-2.74520759216126,-1.947077529930762,2.133118479472356,-1.0863615869293457,0.0
13.065,-1.3648919226221035,-1.4251009850931426,-4.289769678100914,-1.0138472029189491,-0.4740584360035226,-4.286791334383516,-1.993010241787675,-0.41528673536710914,-2.912393490161792,-4.8662130059811135,-4.22308649063569,0.6423705460414346,-2.661862438938402,-1.8731381219752983,2.1509128475618784,-1.0502492064748423,0.0
14.07,-1.3648919226221035,-1.4139854987479425,-4.2101465304673,-0.9768116488287666,-0.4426192766659751,-4.154458526444329,-1.9149366327586799,-0.39859770278351053,-2.8157071787714996,-4.731171572284366,-4.0838830732724585,0.6472092495153989,-2.5798508081671088,-1.800280754136253,2.169501828611095,-1.0136842899244176,0.0
15.075,-1.3648919226221035,-1.4028700124027427,-4.130523382833687,-0.9421111809935367,-0.4119037808425911,-4.023779878604382,-1.8392199628701833,-0.38342585498023896,-2.734806387608193,-4.597260192426084,-3.951048439710158,0.654980500549343,-2.5098408794599085,-1.7306695066464732,2.187764356540094,-0.9775900109137509,0.0
16.08,-1.3648919226221035,-1.3917577554260334,-4.050900235200071,-0.9082795824624755,-0.3842437531901196,-3.9041289647593675,-1.7702794930106165,-0.36901259956713084,-2.650522984967675,-4.474649350952467,-3.8336808525215567,0.6570332838413286,-2.437497286462468,-1.666829139777609,2.2053743378791735,-0.9424008040949263,0.0
17.085,-1.3648919226221035,-1.3806422690808333,-3.971334911203083,-0.8732532886381827,-0.3565435220090835,-3.783926664214607,-1.7004551709733648,-0.35308215937369575,-2.5659576980373884,-4.352603536398085,-3.7163132653329467,0.6505816792093745,-2.364486932239244,-1.6019067327923218,2.225243410591432,-0.907881350698065,0.0
18.09,-1.3648919226221035,-1.3695267827356334,-3.8917117635694694,-0.8376839514987844,-0.3286824767137888,-3.6631729769701002,-1.629746996758426,-0.33715171918026066,-2.485056906874082,-4.2288626410860015,-3.5998555044016243,0.6322532569595077,-2.2931434810804765,-1.5362629657294211,2.247694264358927,-0.8730722741998141,0.0
19.095,-1.3648919226221035,-1.3584112963904333,-3.8120886159358554,-0.802006005696365,-0.30094204200418806,-3.542419289725592,-1.5593334399360503,-0.3219798713769891,-2.4050017685800786,-4.1056867726931525,-3.4870370484993947,0.619789929829598,-2.2231335523732763,-1.4709798787053274,2.2717522750431556,-0.8376477486111108,0.0
20.1,-1.3648919226221035,-1.3472990394137243,-3.732523291938867,-0.7616035830525296,-0.2695028826666406,-3.426628082778804,-1.486268326580613,-0.3037736540130635,-2.308315457189784,-3.987031119654169,-3.366939982538963,0.6083529943456785,-2.139455018537526,-1.4020899912931633,2.3055245284425085,-0.8004311800825598,0.0
21.105,-1.3648919226221035,-1.3361835530685242,-3.652900144305253,-0.7170740312138936,-0.23512886574387443,-3.3064257822340433,-1.4049539262334323,-0.28253306708848225,-2.2099378400608862,-3.864420278180552,-3.225007086403903,0.5837195948418563,-2.052442678572862,-1.327068543221275,2.3534051334325983,-0.7602278733209294,0.0
22.11,-1.3648919226221035,-1.3250680667233243,-3.573276996671639,-0.6735762616739578,-0.2002724064783326,-3.1840179348902957,-1.323639525886254,-0.26205107255406623,-2.1228355945226927,-3.7401143559492356,-3.086713495297951,0.5605524691180253,-1.9740982345433755,-1.2531291352658114,2.405502308310421,-0.7174179586467937,0.0
23.115,-1.3648919226221035,-1.3139525803781242,-3.4936538490380245,-0.6337711866767379,-0.16931568948356077,-3.0731892082412275,-1.251458264708504,-0.24384485519014065,-2.0427804562286873,-3.626543945183352,-2.967526255594799,0.5457431039401301,-1.9024214027717175,-1.1878460482417175,2.455686533787086,-0.6748071598548631,0.0
24.12,-1.3648919226221035,-1.3028370940329244,-3.4140885250410364,-0.5921740687396707,-0.13904243247438777,-2.9640146416913975,-1.1801608557084413,-0.22488004543605156,-1.9573695164290996,-3.515798669013633,-2.848339015891639,0.5211097044363079,-1.8257438618066877,-1.1222022811788148,2.511534446642973,-0.6331738390301221,0.0
25.125,-1.3648919226221035,-1.291724837056215,-3.3344653774074224,-0.550305429145051,-0.10880937899377942,-2.8553914618413168,-1.1094526814935024,-0.2051566432917973,-1.8730861137885817,-3.4050533928439157,-2.7318812549603084,0.4958897954204912,-1.750066462680333,-1.0576405542323366,2.573693776644443,-0.5920835615204866,0.0
26.13,-1.3648919226221035,-1.280609350711015,-3.2548422297738084,-0.5080023548983468,-0.0786165290417357,-2.7467682819912342,-1.0390391246711268,-0.18543324114754475,-1.7902121325969027,-3.294308116674197,-2.616333320286257,0.4689103578686861,-1.6750558247797607,-0.9938001873634702,2.64356578763156,-0.5501606175943562,0.0
27.135,-1.3648919226221035,-1.2694938643658151,-3.17527690577682,-0.46548206332560044,-0.048504086146821265,-2.6381451021411517,-0.9695094200264359,-0.16495124661312868,-1.7093113414335943,-3.183562840504479,-2.5044246906413066,0.44090452867088825,-1.6013787093307532,-0.9303205005334124,2.7211134287578314,-0.5079299491229994,0.0
28.14,-1.3648919226221035,-1.2583783780206153,-3.095653758143206,-0.422635945763791,-0.01859266089473002,-2.5300733089908167,-0.9005689501668716,-0.14446925207871095,-1.62953808742936,-3.0739476181732273,-2.393425887253635,0.4114324256930992,-1.5283683551075304,-0.8679228538197773,2.809416545531583,-0.4653734546625794,0.0
29.145,-1.3648919226221035,-1.2472628916754152,-3.016030610509592,-0.37935539354989734,0.011238357300231944,-2.4220015158404804,-0.8322177150924285,-0.12398725754429489,-1.5506104862944263,-2.9637673689227424,-2.2860663888950645,0.3813738132033157,-1.4556913814971972,-0.8058858871449469,2.9102979567930563,-0.4224911342130963,0.0
30.15,-1.3648919226221035,-1.236137717224743,-2.9364074628759775,-0.3426456654487779,0.03785309321002281,-2.3222005231863445,-0.7712319148320416,-0.10653963257053281,-1.491978554022762,-2.8626275503799903,-2.1959935894247433,0.3642184099774403,-1.4003501997572194,-0.7514232012850679,3.0110275243109874,-0.38154566825415537,0.0
31.155,-1.3648919226221035,-1.2250286896165246,-2.8568421388789895,-0.3036008510927057,0.06273907739153421,-2.2284647842294207,-0.7117192015344712,-0.08833341520660723,-1.4231987873194631,-2.76713800102957,-2.1095600949835225,0.3338665427316596,-1.3366745026949558,-0.6969605154251889,3.131101113226728,-0.3418673033637936,0.0
32.16,-1.3648919226221035,-1.213919662008306,-2.777218991245375,-0.2644474280736122,0.08794668980156271,-2.1336262718730037,-0.6516172534517743,-0.06936860545251816,-1.3572378635138398,-2.6710834247599164,-2.0231266005423016,0.30366130286387755,-1.2746657086971496,-0.6424978295653099,3.274355091997133,-0.30356464820503193,0.0
33.165,-1.3648919226221035,-1.2028106344000875,-2.6975958436117615,-0.2249138747339452,0.1135563374972376,-2.0393391462163337,-0.5918099227616352,-0.05040379569842741,-1.2921225925775193,-2.575028848490263,-1.9394225848729107,0.274922336776084,-1.2136570565380178,-0.5883958237442377,3.445936047675435,-0.2643207179667544,0.0
34.17,-1.3648919226221035,-1.191701606791869,-2.6180305196147726,-0.17766910631978278,0.14555834623469008,-1.9500145008573828,-0.5269940963979414,-0.026887431603357367,-1.2095304956756072,-2.484624541412942,-1.8384318703152707,0.24354407788431054,-1.1369795155729878,-0.529244297379864,3.7002587205168553,-0.22234346970911342,0.0
35.175,-1.3648919226221035,-1.180560285498743,-2.538407371981159,-0.12830646897670953,0.17997256668602085,-1.8551759885009658,-0.4568751569681291,-0.0018538827279586507,-1.1314485474099765,-2.388569965143289,-1.7274330669275992,0.20894001667655998,-1.0633024001239815,-0.466485970627422,4.060575323928983,-0.17696315001014584,0.0
36.18,-1.3648919226221035,-1.1694512578905245,-2.4587842243475446,-0.07796635366644655,0.2140249553802699,-1.760888862844296,-0.3902916262490606,0.02242107375727489,-1.0463194919001557,-2.2925153888736354,-1.6291718311417889,0.18489312668473476,-0.9829576724171456,-0.3990388033704852,4.511725961859614,-0.1279806429876463,0.0
37.185,-1.3648919226221035,-1.158342230282306,-2.3791610767139306,-0.031101715572857708,0.2465898135176273,-1.669358670686358,-0.32724350424074117,0.045937437852346615,-0.9735933451401094,-2.199850974119382,-1.5381892054141881,0.16509843065487675,-0.9129477437099452,-0.3355591165404254,5.1012736664079705,-0.0791248460720046,0.0
38.19,-1.3648919226221035,-1.1472332026740877,-2.299595752716942,0.014242401238436177,0.275777575255555,-1.5860992790246204,-0.26949849529854003,0.06793661716708967,-0.8997396612209931,-2.1156619631536264,-1.4572146685166267,0.14325095133303314,-0.8422710537769614,-0.2767682702148605,5.885373412818505,-0.03160855600028936,0.0
39.195,-1.3648919226221035,-1.1361241750658693,-2.219972605083328,0.060401083022388065,0.3050859475791767,-1.5022885006631355,-0.2117534863563389,0.09069438887199789,-0.8258859773018769,-2.031472952187871,-1.375330305361786,0.11935068871920651,-0.7715943638439775,-0.2183381039281024,7.094516017247922,0.014513922895988844,0.0
40.2,-1.3648919226221035,-1.1250151474576509,-2.140349457449714,0.10688559079540311,0.33435411637423373,-1.4190291090013978,-0.15459771219926438,0.11345216057690444,-0.7531598305418324,-1.9467189143028827,-1.2952655947214957,0.09486391659338288,-0.7012510545238854,-0.15990793764134634,9.17884934268872,0.060509691685409116,0.0
41.205,-1.3648919226221035,-1.1138738261645247,-2.0607841334527257,0.1537502288889922,0.3635820816407261,-1.3352183306399128,-0.09744193804218985,0.13696852467197618,-0.681279336651089,-1.8625299033371283,-1.2161107103384847,0.06949738019956501,-0.6315745064295756,-0.10183845139339506,13.70270704244201,0.10701230090226112,0.0
42.21,-1.3648919226221035,-1.1027647985563063,-1.9811609858191117,0.2014837362867492,0.3927296398500892,-1.251958938978174,-0.04087539867023662,0.1612434811572114,-0.6079894213115086,-1.7783408923713728,-1.1387754784700241,0.04325107953775557,-0.5608978164965918,-0.044129645184250596,30.628666134326576,0.1540398519903815,0.0
43.215,-1.3648919226221035,-1.0916557709480879,-1.9015378381854975,0.2502490259832068,0.42199780864514624,-1.1686995473164363,0.015985758094274573,0.18551843764244494,-0.5341357373923924,-1.6941518814056185,-1.0623500728588344,0.015538505095954893,-0.4892209847249337,0.01393984106370069,-73.10879724465588,0.2018276637196494,0.0
44.22,-1.3648919226221035,-1.0805467433398692,-1.8219725141885095,0.29852557669606933,0.4511051633259447,-1.0854401556546989,0.07196306268110118,0.20979339412768017,-0.4639465492402546,-1.609962870439863,-0.9877443197622036,-0.011587559833848772,-0.4202111978564075,0.07092728719522946,-15.083295724429407,0.2500861129886751,0.0
45.225,-1.3648919226221035,-1.0694377157316508,-1.7423493665548953,0.3457703451102317,0.47884559803554544,-1.0049376974916944,0.12558342812743195,0.2340683506129137,-0.39544866682672464,-1.5291640209895077,-0.9176876979519526,-0.037393978361662424,-0.35286831405233776,0.12575065309391528,-8.002152134849867,0.29818164926316926,0.0
46.23,-1.3648919226221035,-1.0583286881234324,-1.662726218921281,0.3938296784970526,0.5064654221594522,-0.9249866260284358,0.17920379357375738,0.2583433070981489,-0.3266689001234257,-1.4483651715391523,-0.8467212498844224,-0.06554643493746151,-0.2851920496353775,0.1805740189926011,-5.161646456148968,0.34604186676778453,0.0
47.235,-1.3648919226221035,-1.0471873668303064,-1.583103071287667,0.44188901188387303,0.5335223968834542,-0.8444841678654288,0.23252954162752484,0.28261826358338243,-0.25901667057919664,-1.367566322088796,-0.7784842805887219,-0.09501853791524799,-0.21818254644419838,0.23503670485248213,-3.6317285191150352,0.39382967849705247,0.0
48.24,-1.3648919226221035,-1.0360783392220878,-1.5035377472906786,0.49021986692824593,0.5605793716074561,-0.7639817097024243,0.285560672288729,0.30765181245878115,-0.19221009390427043,-1.286767472638442,-0.7120669638075716,-0.12405075875903868,-0.15183980447880396,0.2891387106735543,-2.6753743909454246,0.44197951910305716,0.0
49.245,-1.3648919226221035,-1.0249693116138694,-1.4239145996570648,0.5391480696192352,0.5876765498600226,-0.6840306382391659,0.33859180294993313,0.3334439537243434,-0.1265310543884161,-1.2059686231880853,-0.6501987783128015,-0.1563087819188064,-0.08616382373919193,0.3436013965334333,-2.0202220853536494,0.49041898281045143,0.0
50.25,-1.3648919226221035,-1.013860284005651,-1.3442914520234508,0.5884564026307979,0.6148139316411537,-0.6035281800761613,0.3916229336111373,0.3592360949899039,-0.06197955203163162,-1.1251697737377289,-0.59015024533259,-0.1875404134325813,-0.021154604225362285,0.39806408239331226,-1.5410950898892852,0.539274779726093,0.0
51.255,-1.3648919226221035,-1.0027512563974326,-1.2647261280264623,0.6385249962835081,0.6435594545648705,-0.5241284953126489,0.44465406427234144,0.3865454210357931,0.0014444131660830179,-1.046066005045073,-0.5301017123523701,-0.2177456533003634,0.04318785406268499,0.4521660882143844,-1.1787331713033236,0.5887098228445137,0.0
52.26,-1.3648919226221035,-0.9916099351043064,-1.1851029803928486,0.6863671123442864,0.6714204998601652,-0.45134545094609746,0.49444440361535985,0.4115789699111918,0.05979446114798032,-0.9731775324639852,-0.47369248440125933,-0.24281893493818144,0.10219622254446863,0.5030219736861932,-0.9128335716733279,0.6377828370861974,0.0
53.265,-1.3648919226221035,-0.980500907496088,-1.105479832759234,0.7355125323613178,0.6989599169269427,-0.37966517997903815,0.5442347429583836,0.43812970356691755,0.12039958344801933,-0.9014191137213602,-0.41546360393559817,-0.2711180188919765,0.16387163592938292,0.5538778591579999,-0.6976129048932664,0.6868015469963707,0.0
54.27,-1.3648919226221035,-0.9693918798878696,-1.0258566851256201,0.7852009956934543,0.7266601481079789,-0.3079849090119789,0.5937304649088386,0.46543902961280503,0.18072282145828938,-0.8296606949787377,-0.3590543759844791,-0.2997103576017714,0.22521366870140663,0.6047337446298086,-0.5187284924974616,0.7356935467996862,0.0
55.275,-1.3648919226221035,-0.958282852279651,-0.9462913611286314,0.8353238936776748,0.7544407863461442,-0.2357532513451735,0.6432261868592937,0.49274835565869424,0.24048229088902348,-0.7573372493168801,-0.3026451480333682,-0.3287425784455621,0.28622232086053856,0.6552289500628085,-0.36651687409726796,0.7853458072441489,0.0
56.28,-1.3648919226221035,-0.9471738246714326,-0.8666682134950177,0.8859355306454906,0.782181221055745,-0.1640729803781142,0.6921326740246275,0.5200576817045834,0.3008055288992955,-0.6855788305742576,-0.2489653988540871,-0.35748154453335557,0.3475643536325622,0.7057241554958084,-0.23705423329324884,0.8354868066722064,0.0
57.285,-1.3648919226221035,-0.9360647970632142,-0.7870450658614038,0.937198819591432,0.810002062822475,-0.09184132271130631,0.7410391611899613,0.5488841925307997,0.36084688261979664,-0.6138204118316327,-0.19528564967479772,-0.38680702013314344,0.4092397670174777,0.7558586808900034,-0.12393585591863653,0.8861527479715324,0.0
58.29,-1.3648919226221035,-0.924923475770088,-0.7074797418644152,0.9890051518524796,0.837943515174899,-0.01960966504450091,0.7896510309627317,0.5777107033570159,0.42060635205053276,-0.5414969661697775,-0.1425157267527959,-0.41671900524492833,0.4705817997895014,0.8059932062841965,-0.024833330516384026,0.9373798340298007,0.0
59.295,-1.3648919226221035,-0.9138144481618696,-0.6278565942308014,1.0374446155598738,0.8639551981562202,0.049313672423825325,0.8362005789875644,0.6050200294029051,0.4733187142370768,-0.47256368202331883,-0.09429493511716584,-0.443258560662735,0.5255896009165874,0.8536029714067398,0.05897349710464467,0.9878828623345951,0.0
60.3,-1.3648919226221035,-0.9027054205536512,-0.5482334465971868,1.0861012965933101,0.8886401646949084,0.11548007639341851,0.8806878052644644,0.6315707630586291,0.5282861507417626,-0.4070205593922617,-0.04698396973881511,-0.4712643898605355,0.5822643051081309,0.8994093363352469,0.131124872745048,1.0375170213352212,0.0
61.305,-1.3648919226221035,-0.8915963929454327,-0.4686102989635729,1.135301020941852,0.9135261488764198,0.1821978670627578,0.9254696489339279,0.6596386814946817,0.5826898186669144,-0.3414774367612046,0.00032699563954390005,-0.49985672857032776,0.6389390092996745,0.9459370613413697,0.1968707102092826,1.0862823110316786,0.0
62.31,-1.3648919226221035,-0.8804873653372143,-0.3890449749665843,1.188139135501599,0.941226380057456,0.24615872423336405,0.9717245795661972,0.689982377101225,0.6421674038078815,-0.2776293948878457,0.051277266046995354,-0.5284490672801226,0.7002810420716982,0.9935468264639129,0.25332149603878046,1.1365138176789202,0.0
63.315,-1.3648919226221035,-0.8693460440440882,-0.3094218273329705,1.2441812056204677,0.970936787666724,0.3123251282029572,1.0203364493389677,0.7233604422684221,0.7030544103976875,-0.2120862722567886,0.10768649399810616,-0.5602672083058919,0.7636233585210713,1.043681351858106,0.3061001382488093,1.1892071206879729,0.0
64.32,-1.3648919226221035,-0.8582370164358697,-0.22979867969935672,1.3004947973968892,1.0008482129188152,0.3790429188722965,1.0692429365043015,0.7567385074356193,0.7625319955386547,-0.14597812270649876,0.1622760694346666,-0.5925252314656597,0.8259655331317691,1.093815877252301,0.35449653762643457,1.2442717128396519,0.0
65.325,-1.3648919226221035,-0.8471279888276513,-0.1502333557023681,1.357514345482947,1.0306792311137771,0.44520932284188974,1.1190332758473198,0.7908751649929816,0.8228552335489246,-0.08043500007544166,0.22050494990033606,-0.6243433724914316,0.8893078495811412,1.144311082685301,0.39785172831860793,1.3007301161667681,0.0
66.33,-1.3648919226221035,-0.8360189612194329,-0.07061020806875427,1.4130133722867104,1.0598669928517048,0.5108243401117368,1.1676451456200903,0.8242532301601788,0.8786683229229133,-0.015456904363617286,0.27600435159416753,-0.6542553576032138,0.9483162180629248,1.1933635679630736,0.43748251943483923,1.3570075050555157,0.0
67.335,-1.3648919226221035,-0.8249099336112143,0.009012939564860347,1.4673720081287527,1.0873662063899179,0.5731310371831048,1.2141946936449282,0.8568727029372125,0.934199528007135,0.04613102983280806,0.32877427451617763,-0.6835808332030043,1.006657825318925,1.2402519730080033,0.47202564809652164,1.4126332419661367,0.0
68.34,-1.3648919226221035,-0.8138009060029959,0.08863608719847416,1.5224909046119421,1.1150262340423893,0.6354377342544701,1.260744241669761,0.8902507681044096,0.9894488488015877,0.10771896402923342,0.3806343711809084,-0.7136394456927853,1.0656661938007086,1.2871403780529307,0.5040179548334726,1.4676254283424683,0.0
69.345,-1.3648919226221035,-0.80265958470987,0.16820141119546278,1.5780985400787269,1.14276666875199,0.6982958180255842,1.3072937896945989,0.9236288332716068,1.0446981695960404,0.16930689822565878,0.4324944678456475,-0.7438446855605674,1.1240078010567098,1.3340287830978603,0.5341537025037925,1.522653817606474,0.0
70.35,-1.3648919226221035,-0.7915505571016513,0.24782455882907659,1.6343578275236377,1.1682557058619711,0.760051128397206,1.3326308854549476,0.9441108278060246,1.1380018695091232,0.23032980550284882,0.40974881141374725,-0.7066013315488368,1.2126870440858306,1.3675720267069253,0.5703388212691256,1.5783157574047688,0.0
71.355,-1.3648919226221035,-0.7804415294934329,0.3274477064626904,1.7027812852269077,1.2031523686560774,0.8295258525652783,1.4074637031657622,1.0040396266289475,1.1698547942528639,0.29869806273007476,0.5516817075487995,-0.8239032339479909,1.2580268074390657,1.4361012340802826,0.5893763730456799,1.638412550943091,0.0
72.36,-1.3648919226221035,-0.7693325018852145,0.407013030459679,1.7468764024134593,1.2266312293378265,0.8868700693389262,1.4454693468062907,1.0275559907240175,1.206217867632886,0.3552007546534003,0.58079614778163,-0.8335806408959221,1.2966989585344724,1.4743333181938403,0.6135516268805228,1.6946718383880015,0.0
73.365,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7895053026492267,1.2538892217046516,0.9447656728123203,1.4864211643724419,1.0578996863305608,1.2315874537119729,0.4122684734959586,0.6226481556163297,-0.8586539225337401,1.3277033555333755,1.5140081224626274,0.6355975651162062,1.7463876634298645,0.0
74.37,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.782608652547389,1.2548139028616383,0.9486253797105455,1.4846534600170673,1.0525895395994163,1.2166475863542878,0.41678868884982306,0.6080909354999103,-0.844431066867842,1.312701227953261,1.5118440422297845,0.6389540759899891,1.772996785870025,0.0
75.375,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544118675759919,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2183388920928935,0.4156586350113576,0.6090007617571896,-0.8457507132698345,1.3143681310177175,1.5114833621909776,0.6387094318342214,1.7850342460215263,0.0
76.38,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544922746331213,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7828620727611046,0.0
77.385,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
78.39,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
79.395,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
80.4,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
81.405,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
82.41,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
83.415,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
84.42,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
85.425,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
86.43,-1.3648919226221035,-0.7621955975206324,0.458129125236814,1.7829887828679627,1.2544520711045566,0.9480739930107994,1.484358842624504,1.0525895395994163,1.2180570078031265,0.4156586350113576,0.6090007617571896,-0.8456040858918333,1.3140347504048269,1.5118440422297845,0.6387094318342214,1.7829887828679627,0.0
